district_std,filename,ps_name_t13n,main_town_t13n,village_cand_1_std,village_cand_2_std
udayapur,A153_A153141,mathadaan kendr kaa bhavan evam pathaa  :,udayapur,udayapur,NA
gamgaanagar,A005_A005181,1814H UWA,:,NA,1814h uwa
karoulee,A083_A083124,mathadaan kendr kaa bhavan evam pathaa  :,karoulee,karoulee,NA
qe,A019_A019089,mathadaan kendr kaa bhavan evam pathaa  :,raajagadh഼,raajagadh,NA
kootaa,A192_A192167,167suketh,suketh,suketh,suketh
8suajhhun,A026_A026011,11kulooth kalaam,kulooth kalaa,kulooth kalaa,kulooth kalaam
suajhhunoo,A028_A028157,157Tae BT ava,peepal kaa baas,peepal kaa baas,157tae bt ava
savaaeemaadhoopur,A091_A091110,110toodaa,toodaa,toodaa,toodaa
paalee,A120_A120075,75Tet ary simh,gudaa bhoopasimh,gudaa bhoopasimh,75tet ary simh
qe,A024_A024248,mathadaan kendr kaa bhavan evam pathaa  :,gudaabad഼ee,gudaabadee,NA
naagour,A107_A107101,101khaatookhurd,ale khud,ale khud,khaatookhurd
hi suajhhun,A029_A029230,230bharavaad഼ee,bharavaadee,bharavaadee,bharavaadee
doomgarapur,A160_A160112,112goovaad഼ee,Gowari(Rural),gowarirural,goovaadee
ajamer,A100_A100091,mathadaan kendr kaa bhavan evam pathaa  :,ajamer (nagar nigam,ajamer nagar nigam,NA
hi ajamer,A098_A098237,237TUT,barool,barool,237tut
bheelavaadaa,A182_A182184,184aagariyaa,०aagariyaa,aagariyaa,aagariyaa
karoulee,A081_A081230,230baadaa baajeedapur,०baadaa baajidapur,baadaa baajidapur,baadaa baajeedapur
h jaalour,A141_A141242,242Aart,Siyana,siyana,aart
hi bharathapur,A071_A071162,162SSht dallaa,Urki Dalla,urki dalla,ssht dallaa
hi suajhhun,A027_A027006,6bhuraasar kaa baas,bhuraasar kaa baas,bhuraasar kaa baas,bhuraasar baas
h seekar,A032_A032134,mathadaan kendr kaa bhavan evam pathaa  :,kasbaa phathehapur,kasbaa phathehapur,NA
udayapur,A151_A151247,247bichheevaad഼aa,bichheevaad഼aa,bichheevaadaa,bichheevaadaa
naagour,A107_A107188,188alakhapuraa,alakhapuraa,alakhapuraa,alakhapuraa
naagour,A106_A106024,24laadanoo,ast,ast,laadanoo
udayapur,A157_A157045,45chiththoodeeyaa,chiththoodiyaa,chiththoodiyaa,chiththoodeeyaa
booadee,A186_A186229,229thaaledaa,thaaled഼aa,thaaledaa,thaaledaa
gamgaanagar,A005_A005215,215 4Ft Ua ST,4BLD,4bld,ft ua st
suajhhunoo,A025_A025170,170bakhthaavarapuraa,bakhthaavarapuraa,bakhthaavarapuraa,bakhthaavarapuraa
gamgaanagar,A001_A001183,183chak keraa,2LLG(Chak Khera),llgchak khera,chak keraa
8alavar,A061_A061013,13joonaayachaa khurd,jonayacha khurd,jonayacha khurd,joonaayachaa khurd
suajhhun,A029_A029086,86dh഼aakaa kaa baas,dhaakaa kaa baas,dhaakaa kaa baas,dhaakaa baas
dhoulapur,A078_A078205,205kachaharee ke saamane baadee,baadee,baadee,kachaharee saamane baadee
jaalour,A144_A144111,111ddoosan,Dadoosan,dadoosan,ddoosan
seekar,A034_A034115,vidhaalay nethad഼avaas (nayaa bhavan (daayaa bhaag,nethadavaas,nethadavaas,vidhaalay nethadavaas nayaa daayaa
seekar,A038_A038195,mathadaan kendr kaa bhavan evam pathaa  :,siroohee,siroohee,NA
naagour,A108_A108185,185ooamchaaeed഼aa,ooഁachaaiamd഼aa,ooachaaiamdaa,ooamchaaeedaa
h baadamer,A137_A137033,33vareeyaa bhagajee,Variya (Bhagji),variya bhagji,vareeyaa bhagajee
gamgaanagar,A005_A005079,79 16Th va,16PS,16ps,th va
ajamer,A101_A101130,mathadaan kendr kaa bhavan evam pathaa  :,ajamer (nagar nigam,ajamer nagar nigam,NA
jayapur,A048_A048182,182maanoothaa,maanoothaa,maanoothaa,maanoothaa
h seekar,A032_A032113,mathadaan kendr kaa bhavan evam pathaa  :,phathehapur,phathehapur,NA
jaalour,A144_A144055,55galeephaa,Galifa,galifa,galeephaa
seekar,A032_A032167,167ATAtate TET,०chaacheebaad badaa,chaacheebaad badaa,atatate tet
gamgaanagar,A006_A006158,158 2esateevaaee,2esateevaaee,esateevaaee,esateevaaee
jaalour,A142_A142148,148saamthoo,Santhu,santhu,saamthoo
suajhhunoo,A025_A025147,147jaakhad഼aa,jaakhad഼aa,jaakhadaa,jaakhadaa
h seekar,A039_A039066,66jhhaad഼alee,jhhaadalee,jhhaadalee,jhhaadalee
beekaaner,A014_A014071,71beekaaner,beekaaner,beekaaner,beekaaner
kootaa,A188_A188189,189barakhedaa,barakhedaa,barakhedaa,barakhedaa
jayapur,A040_A040147,147pandithapuraa,pandithapuraa,pandithapuraa,pandithapuraa
alavar,A060_A060193,193mootookaa,Mothooka,mothooka,mootookaa
suajhhun,A030_A030140,140poumkh,poumkh,poumkh,poumkh
alavar,A062_A062085,mathadaan kendr kaa bhavan evam pathaa  :,jakharaanaa kalaam,jakharaanaa kalaam,NA
gamgaanagar,A003_A003116,116 1WHTH T,० 1ephaephae,ephaephae,whth
jaalour,A142_A142233,mathadaan kendr kaa bhavan evam pathaa  :,jaaloor,jaaloor,NA
bheelavaadaa,A181_A181238,238saamgariyaa,saamgariyaa,saamgariyaa,saamgariyaa
h jaalour,A145_A145138,138arrest,Dhamseen,dhamseen,arrest
seekar,A033_A033205,205theed഼avaa,०thidavaa,thidavaa,theedavaa
8toumk,A096_A096186,mathadaan kendr kaa bhavan evam pathaa  :,toomk,toomk,NA
seekar,A039_A039080,80hoolyaakaabaas,STAT kaa baas,stat kaa baas,hoolyaakaabaas
doomgarapur,A159_A159140,140gadaa maiyaariyaa,Gara Maiyariya,gara maiyariya,gadaa maiyaariyaa
bharathapur,A075_A075184,184haathoudee,haathoudee,haathoudee,haathoudee
udayapur,A156_A156138,138jaambood഼aa,jaamboodaa,jaamboodaa,jaamboodaa
gamgaanagar,A006_A006106,106 7emadee,7MD,7md,emadee
raajasamand,A175_A175123,123jaavad,raajasamand,raajasamand,jaavad
h seekar,A038_A038129,mathadaan kendr kaa bhavan evam pathaa  :,०keravaalee,keravaalee,NA
alavar,A060_A060075,75laahad഼oud,[1000,NA,laahadoud
8paalee,A116_A116114,114aagevaa,aagevaa,aagevaa,aagevaa
doomgarapur,A161_A161053,53paal gamdhavaa,:,NA,paal gamdhavaa
qe,A024_A024221,221sujaanagadh,sujaanagadh഼,sujaanagadh,sujaanagadh
udayapur,A153_A153036,mathadaan kendr kaa bhavan evam pathaa  :,udayapur,udayapur,NA
udayapur,A155_A155080,80lakshmanapuraa,lakshmanapuraa,lakshmanapuraa,lakshmanapuraa
qe,A024_A024213,213sujaanagadh,sujaanagadh഼,sujaanagadh,sujaanagadh
ajamer,A098_A098245,245dabarelaa,Dabrela,dabrela,dabarelaa
jayapur,A045_A045175,175savaaeemaadhoosimhapuraa,savaaee maadhoosimhapuraa,savaaee maadhoosimhapuraa,savaaeemaadhoosimhapuraa
seekar,A039_A039189,189divaraalaa,divaraalaa,divaraalaa,divaraalaa
jayapur,A056_A056119,119vaatikaa,vaatikaa,vaatikaa,vaatikaa
chiththoudagadh,A168_A168037,37aajooliyaa kaa khedaa,aajooliyaa kaa khedaa,aajooliyaa kaa khedaa,aajooliyaa khedaa
8toumk,A096_A096091,91toomk,toomk,toomk,toomk
naagour,A115_A115159,159jeenavaar,jeenavaar,jeenavaar,jeenavaar
naagour,A113_A113171,171Bact,jaakhalee,jaakhalee,bact
hanumaanagadh,A009_A009068,68saraavaavaalaa  (9el jee dablyoo,saraavaavaalaa,saraavaavaalaa,saraavaavaalaa el jee dablyoo
naagour,A106_A106080,80daabad഼ee,daabadee,daabadee,daabadee
udayapur,A149_A149248,248pheraniyoo kaa TST,pheraneeyoo kaa gudaa,pheraneeyoo kaa gudaa,pheraniyoo tst
naagour,A113_A113132,132nimbad഼ee,nimbad഼ee,nimbadee,nimbadee
udayapur,A150_A150101,101baaseevaad഼aa,baaseevaad഼aa,baaseevaadaa,baaseevaadaa
ajamer,A103_A103092,"92krishi upaj mandee, byaavar",byaavar,byaavar,krishi upaj mandee byaavar
baadamer,A138_A138099,99parihaaraa൦0 kee dhaanee,parihaaroom kee dhaanee,parihaaroom kee dhaanee,parihaaraa dhaanee
hanumaanagadh,A008_A008079,mathadaan kendr kaa bhavan evam pathaa  :,hanumaanagadh഼,hanumaanagadh,NA
ajamer,A104_A104210,210thelaad഼aa,thelaadaa,thelaadaa,thelaadaa
hi suajhhun,A031_A031028,28maanoothaa kalaam,०manoothaa kalaan,manoothaa kalaan,maanoothaa kalaam
suajhhunoo,A027_A027113,113sulathaanaa,sulathaanaa,sulathaanaa,sulathaanaa
gamgaanagar,A003_A003053,53 27eph kameenapuraa,27eph,27eph,eph kameenapuraa
udayapur,A157_A157029,29kaaleebheeth,kaalee bheeth,kaalee bheeth,kaaleebheeth
suajhhunoo,A025_A025133,133narahad഼,narahad഼,narahad,narahad
udayapur,A154_A154110,110chamged഼ee,chamged഼ee,chamgedee,chamgedee
jaalour,A143_A143171,171bhaagal sephtaa,Bhagal Sephta,bhagal sephta,bhaagal sephtaa
raajasamand,A173_A173108,108laakhaagudaa,laakhaagudaa,laakhaagudaa,laakhaagudaa
8savaaeemaadhoopur,A093_A093003,3fare,sivaad,sivaad,fare
joodhapur,A131_A131131,mathadaan kendr kaa bhavan evam pathaa  :,pipaad sahar,pipaad sahar,NA
beekaaner,A014_A014169,169beekaaner,beekaaner,beekaaner,beekaaner
h baadamer,A136_A136239,239laapoondad഼aa tharalee,०laapoondad഼aa tharalee,laapoondadaa tharalee,laapoondadaa tharalee
h seekar,A038_A038225,mathadaan kendr kaa bhavan evam pathaa  :,guhaalaa,guhaalaa,NA
8toumk,A096_A096181,mathadaan kendr kaa bhavan evam pathaa  :,toomk,toomk,NA
jaalour,A145_A145219,219chaamdoor,Chandoor,chandoor,chaamdoor
alavar,A062_A062052,52maajaraa,maajaraa,maajaraa,maajaraa
ajamer,A098_A098105,105madanagamj,kisanagadh (n.parishad,kisanagadh nparishad,madanagamj
naagour,A110_A110115,115naagad഼ee,naagadee,naagadee,naagadee
h karoulee,A081_A081231,231lhaavad,wala,wala,lhaavad
bheelavaadaa,A183_A183061,61STAT,aamaa,aamaa,stat
dousaa,A085_A085139,139TAA,basavaa,basavaa,139taa
jaalour,A142_A142040,40jeevaanaa,Jeewana,jeewana,jeevaanaa
baadamer,A138_A138205,205devandee,devandee,devandee,devandee
suajhhun,A026_A026203,203rasoolapur aheeraan,rasoolapur (aheeraan,rasoolapur aheeraan,rasoolapur aheeraan
bharathapur,A071_A071084,84jhheetharedee,Jheetredi,jheetredi,jhheetharedee
paalee,A117_A117185,mathadaan kendr kaa bhavan evam pathaa  :,atapadaa,atapadaa,NA
baamsavaadaa,A166_A166001,1mahud഼ee,mahad഼ee,mahadee,mahudee
ajamer,A103_A103096,"96krishnaa kaamloonee, byaavar",byaavar,byaavar,krishnaa kaamloonee byaavar
jayapur,A045_A045088,88saavaradaa,saavaradaa,saavaradaa,saavaradaa
gamgaanagar,A001_A001081,81 31jee jee thathaarasar,31060,NA,jee jee thathaarasar
jayapur,A044_A044046,46kisanagadh഼ renavaal,kisanagadh഼ renavaal,kisanagadh renavaal,kisanagadh renavaal
seekar,A037_A037014,mathadaan kendr kaa bhavan evam pathaa  :,kootadee luhaaravaas,kootadee luhaaravaas,NA
h baaraa,A193_A193069,69maamgarool,maamgarool,maamgarool,maamgarool
dousaa,A086_A086072,72jatavaad഼aa,:,NA,jatavaadaa
gamgaanagar,A003_A003233,233 1peees,1peees,peees,peees
naagour,A106_A106060,60roodoo,Ug,NA,roodoo
udayapur,A156_A156091,91gaathoud഼,gaathoud഼,gaathoud,gaathoud
suajhhunoo,A030_A030088,88poosaanaa,०poosaanaa,poosaanaa,poosaanaa
hi bharathapur,A071_A071213,213nagalaadesavaar,Nagla Deshwar,nagla deshwar,nagalaadesavaar
alavar,A059_A059097,97tapookad഼aa,tapookadaa,tapookadaa,tapookadaa
suajhhunoo,A030_A030181,181Saaqraret,०udayapuravaatee,udayapuravaatee,saaqraret
jhhaalaavaad,A198_A198039,mathadaan kendr kaa bhavan evam pathaa  :,jhhaalaavaad഼,jhhaalaavaad,NA
udayapur,A152_A152212,212kaayaapaart aamadaree,kaayaapaart kitoodaa,kaayaapaart kitoodaa,kaayaapaart aamadaree
ajamer,A103_A103184,184saahapuraa,:,NA,saahapuraa
bharathapur,A070_A070103,103ASAT,Sahsan,sahsan,asat
alavar,A063_A063230,230thurkiyaavaas,Turkiyawas,turkiyawas,thurkiyaavaas
raajasamand,A174_A174179,179delavaadiyaa,०delavaadiyaa,delavaadiyaa,delavaadiyaa
naagour,A106_A106003,3AST,ast,ast,3ast
jayapur,A046_A046170,170kaanadapuraa,kaanadpuraa,kaanadpuraa,kaanadapuraa
ajamer,A103_A103054,mathadaan kendr kaa bhavan evam pathaa  :,byaavar,byaavar,NA
hanumaanagadh,A008_A008131,taaoon,hanumaanagadh഼,hanumaanagadh,taaoon
paalee,A119_A119205,mathadaan kendr kaa bhavan evam pathaa  :,gudaa raamasimh,gudaa raamasimh,NA
ajamer,A103_A103052,mathadaan kendr kaa bhavan evam pathaa  :,byaavar,byaavar,NA
seekar,A034_A034141,mahalaa kee dhaanee,aaamtharee,aaamtharee,mahalaa dhaanee
seekar,A037_A037167,167thikareeyaa,thikareeyaa,thikareeyaa,thikareeyaa
dousaa,A088_A088009,mathadaan kendr kaa bhavan evam pathaa  :,theetharavaadaa khurd,theetharavaadaa khurd,NA
suajhhunoo,A029_A029139,139navalagadh,navalagadh഼,navalagadh,navalagadh
ajamer,A104_A104066,66doulathapuraa,doulathapuraa (jaamoolaa,doulathapuraa jaamoolaa,doulathapuraa
seekar,A039_A039234,234saavamlapuraa sekhaavathaan,saamvalapuraa sekhaavathaan,saamvalapuraa sekhaavathaan,saavamlapuraa sekhaavathaan
jayapur,A043_A043181,mathadaan kendr kaa bhavan evam pathaa  :,choumoom,choumoom,NA
gamgaanagar,A003_A003108,108 2ws see mukan,2ephasee,ephasee,ws see mukan
beekaaner,A014_A014033,mathadaan kendr kaa bhavan evam pathaa  :,beekaaner,beekaaner,NA
booadee,A186_A186277,277bhoopathapuraa,bhoupathapuraa,bhoupathapuraa,bhoopathapuraa
naagour,A113_A113155,155booraavad഼,booraavad഼,booraavad,booraavad
suajhhunoo,A025_A025041,41pilaanee,pilaanee,pilaanee,pilaanee
paalee,A116_A116143,143Hares,aasaralaaee,aasaralaaee,hares
naagour,A107_A107197,197bugaaliyoom kee dhaanee,bugaaliyoo kee dhaanee,bugaaliyoo kee dhaanee,bugaaliyoom dhaanee
suajhhunoo,A025_A025065,mathadaan kendr kaa bhavan evam pathaa  :,vidyaa vihaar pilaanee,vidyaa vihaar pilaanee,NA
gamgaanagar,A003_A003047,47 7o,7ao,7ao,NA
udayapur,A154_A154186,186prathaapapuraa,prathaapapuraa,prathaapapuraa,prathaapapuraa
chooru,A021_A021119,119saradaarasahar,saradaarasahar,saradaarasahar,saradaarasahar
udayapur,A152_A152012,12havaalaa kalaa,havaalaa kalaa,havaalaa kalaa,havaalaa kalaa
baadamer,A136_A136121,121meharaajooniyoom kee beree,०meharaajooniyoom kee beree,meharaajooniyoom kee beree,meharaajooniyoom beree
jaalour,A142_A142244,244moomk,Mauk,mauk,moomk
h karoulee,A081_A081242,242kaimaree,kaimaree,kaimaree,kaimaree
h seekar,A032_A032062,62phadanapuraa,phadanapuraa,phadanapuraa,phadanapuraa
suajhhunoo,A029_A029156,156navalagadh,navalagadh഼,navalagadh,navalagadh
ajamer,A103_A103119,"119phathehapuriyaa dvitheey, byaavar",byaavar,byaavar,phathehapuriyaa dvitheey byaavar
qe,A022_A022166,166kad഼avaasar,kad഼avaasar,kadavaasar,kadavaasar
suajhhunoo,A031_A031200,200haradi/൦ayaa,haradiyaa,haradiyaa,haradiayaa
savaaeemaadhoopur,A090_A090128,128gamgaapur nahar rood഼,gamgaapur sitee,gamgaapur sitee,gamgaapur nahar rood
hi qe,A022_A022034,34aasalakhedee,aasalasakhed഼ee,aasalasakhedee,aasalakhedee
joodhapur,A122_A122009,9manacheethiyaa,०saamvaraa gaaഁav,saamvaraa gaaav,manacheethiyaa
hi suajhhun,A028_A028182,182kuhaad഼oo,kuhaad഼oo,kuhaadoo,kuhaadoo
beekaaner,A012_A012045,baimriyaavaalee khaajoovaalaa,Beriyawali,beriyawali,baimriyaavaalee khaajoovaalaa
gamgaanagar,A003_A003091,91 43jee jee kharalaam,43jee jee,43jee jee,jee jee kharalaam
४naagour,A107_A107085,85baamthad഼ee,baamthadee,baamthadee,baamthadee
hi suajhhun,A029_A029078,78kumaavaas,०kumaavaas,kumaavaas,kumaavaas
hi suajhhun,A027_A027104,104rathan sahar,maakhar,maakhar,rathan sahar
raajasamand,A173_A173014,14svaajanaa,०svaajanaa chainapuraa,svaajanaa chainapuraa,svaajanaa
joodhapur,A130_A130200,200moodee joosiyaan,moodee joosiyaan,moodee joosiyaan,moodee joosiyaan
suajhhun,A026_A026196,196khaandavaam,khaandavaam,khaandavaam,khaandavaam
udayapur,A156_A156291,291eetaaleekhed഼aa,intaaleekhedaa,intaaleekhedaa,eetaaleekhedaa
jhhaalaavaad,A198_A198228,228pid഼aavaa,pidaavaa,pidaavaa,pidaavaa
jaalour,A145_A145220,220phaidaanee,Phaidani,phaidani,phaidaanee
paalee,A117_A117244,244dhoolakoot,"dhoolakoot, laavaamaalee",dhoolakoot laavaamaalee,dhoolakoot
alavar,A065_A065223,223maalaakhedaa,:,NA,maalaakhedaa
hanumaanagadh,A007_A007212,212 4aar.pee,4 २७,NA,aarpee
h toumk,A097_A097112,112doonee,at,NA,doonee
jaalour,A142_A142104,mathadaan kendr kaa bhavan evam pathaa  :,Rewatra,rewatra,NA
naagour,A115_A115186,186naavaam,naavaam,naavaam,naavaam
suajhhun,A026_A026036,36beralaa,beralaa,beralaa,beralaa
suajhhun,A026_A026153,153ACSTAT HAT,gharadaanaa kalaam,gharadaanaa kalaam,acstat hat
hi suajhhun,A027_A027220,220khathehapuraa,khathehapuraa,khathehapuraa,khathehapuraa
qe,A019_A019101,101raajagadh഼,raajagadh഼,raajagadh,raajagadh
naagour,A112_A112250,250doulathapuraa,doolath puraa,doolath puraa,doulathapuraa
savaaeemaadhoopur,A091_A091164,164livaalee,Liwali,liwali,livaalee
ajamer,A104_A104077,77kusalapuraa,kusalapuraa,kusalapuraa,kusalapuraa
ajamer,A105_A105151,151ugaanakhedaa,ugaan khed഼aa,ugaan khedaa,ugaanakhedaa
jayapur,A048_A048082,82jamavaaraamagadh,jamavaa raamagadh഼,jamavaa raamagadh,jamavaaraamagadh
8ajamer,A099_A099133,133Tae,|gaamv ghoogharaa,gaamv ghoogharaa,133tae
naagour,A106_A106009,9laadanoom,ast,ast,laadanoom
ajamer,A102_A102093,93doulathakhed഼aa,doulath khed഼aa,doulath khedaa,doulathakhedaa
beekaaner,A013_A013102,"(kamaraa nam  24),naththoosar get ke baahar,",beekaaner,beekaaner,kamaraa naththoosar get baahar
suajhhun,A028_A028179,179Ala,moujaas,moujaas,179ala
ajamer,A105_A105231,231saavar,saavar,saavar,saavar
8paalee,A119_A119090,90fasitar,bijoobavaa,bijoobavaa,fasitar
hi suajhhun,A028_A028143,143pooniyoom kaa baas,०puniyoom kaa baas,puniyoom kaa baas,pooniyoom baas
ajamer,A105_A105058,mathadaan kendr kaa bhavan evam pathaa  :,saravaad,saravaad,NA
raajasamand,A173_A173038,38karakaalaa nichalaa  ),karakaalaa,karakaalaa,karakaalaa nichalaa
jaalour,A141_A141233,233deladaree,Deldari,deldari,deladaree
naagour,A115_A115231,231gudh഼aa Arve,gudhaasaalt,gudhaasaalt,gudhaa arve
jayapur,A040_A040086,86kootapoothalee,kootapoothalee,kootapoothalee,kootapoothalee
seekar,A034_A034208,"cheritee trast, loosal (giradhar bhavan",loosal,loosal,cheritee trast loosal giradhar
ajamer,A099_A099053,53karakedee,karakedee,karakedee,karakedee
h karoulee,A081_A081173,173gudhaachandrajee,gudhaachandrajee,gudhaachandrajee,gudhaachandrajee
udayapur,A149_A149109,109mevaadoom kaa math,mevaadoo kaa math,mevaadoo kaa math,mevaadoom math
hi suajhhun,A031_A031211,211sunaaree,sunaaree,sunaaree,sunaaree
8paalee,A117_A117025,25mev,"gaamv mev,devanagar",gaamv mevdevanagar,25mev
hi jayapur,A058_A058151,151chaakasoo,chaakasoo,chaakasoo,chaakasoo
suajhhunoo,A025_A025014,14thigiyaas,thigiyaas,thigiyaas,thigiyaas
raajasamand,A173_A173224,224peethaamapuraa,peethaamapuraa,peethaamapuraa,peethaamapuraa
ajamer,A101_A101016,mathadaan kendr kaa bhavan evam pathaa  :,ajamer (nagar nigam,ajamer nagar nigam,NA
suajhhunoo,A030_A030169,169seaqraret,०udayapuravaatee,udayapuravaatee,seaqraret
baadamer,A140_A140186,186sam,:,NA,186sam
beekaaner,A012_A012063,keechaem,Dantaur,dantaur,keechaem
hanumaanagadh,A009_A009231,231ATSaT,chaaeeyaa,chaaeeyaa,atsat
naagour,A115_A115184,184naavaam,naavaam,naavaam,naavaam
jayapur,A057_A057193,193savaaeejayasimhapuraa,savaaee jayasimhapuraa,savaaee jayasimhapuraa,savaaeejayasimhapuraa
naagour,A112_A112003,3nimbad഼ee chaamdavathaa,nimbad഼ee chaamdaavathaa,nimbadee chaamdaavathaa,nimbadee chaamdavathaa
booadee,A185_A185082,82indragadh,indragadh഼,indragadh,indragadh
suajhhun,A027_A027069,69budaanaa,jeevaa vaalee dhaanee,jeevaa vaalee dhaanee,budaanaa
savaaeemaadhoopur,A090_A090190,190nougaamv,nougaaഁav,nougaaav,nougaamv
paalee,A120_A120056,56gudaa aasakaran,gudaa aasaran,gudaa aasaran,gudaa aasakaran
doomgarapur,A158_A158167,167doomgarapur,dooഁagarapur,dooagarapur,doomgarapur
bharathapur,A075_A075121,121vair,at,NA,vair
naagour,A113_A113212,212makaraanaa,०makaraanaa,makaraanaa,makaraanaa
ajamer,A103_A103103,mathadaan kendr kaa bhavan evam pathaa  :,byaavar,byaavar,NA
hanumaanagadh,A007_A007065,65samgariyaa,samgariyaa,samgariyaa,samgariyaa
suajhhunoo,A029_A029017,17mukandagadh,mukundagadh഼,mukundagadh,mukandagadh
beekaaner,A014_A014133,mathadaan kendr kaa bhavan evam pathaa  :,beekaaner,beekaaner,NA
hi kootaa,A187_A187219,219sulthaanapur,Sultanpur,sultanpur,sulthaanapur
beekaaner,A013_A013029,"basthee, baayaam bhaag nayaa bhavan,",beekaaner,beekaaner,basthee baayaam nayaa
jhhaalaavaad,A198_A198233,233pid഼aavaa,pidaavaa,pidaavaa,pidaavaa
jaalour,A143_A143107,107phaagootharaa,Fagotra,fagotra,phaagootharaa
jayapur,A045_A045010,10bookad഼aavaas,bookadaavaas,bookadaavaas,bookadaavaas
8jaalour,A142_A142118,mathadaan kendr kaa bhavan evam pathaa  :,Ummedabad,ummedabad,NA
prathaapagadh,A172_A172085,85prathaapagadh,prathaapagadh഼,prathaapagadh,prathaapagadh
kootaa,A191_A191134,134dhaakad഼akhed഼ee,Ward No.31,ward no,dhaakadakhedee
udayapur,A154_A154146,146vijanavaas,gaamv  ०vijanavaas,gaamv vijanavaas,vijanavaas
jayapur,A044_A044012,12eetaavaa,iamtaavaa,iamtaavaa,eetaavaa
baadamer,A137_A137092,mathadaan kendr kaa bhavan evam pathaa  :,baalootharaa,baalootharaa,NA
hi suajhhun,A025_A025220,220braahmanoom kee dh഼aanee,braahmanoom kee dh഼aanee,braahmanoom kee dhaanee,braahmanoom dhaanee
udayapur,A153_A153132,mathadaan kendr kaa bhavan evam pathaa  :,udayapur,udayapur,NA
raajasamand,A173_A173172,172devagadh,devagadh഼,devagadh,devagadh
savaaeemaadhoopur,A090_A090082,82udeee kalaaഁ saharee,gamgaapur sitee,gamgaapur sitee,udeee kalaa saharee
baadamer,A135_A135167,167segadee,segadee,segadee,segadee
kootaa,A191_A191119,119kaithoon,Ward No.9,ward no,kaithoon
hanumaanagadh,A008_A008250,250lakhoobavaalee,11RP  (11aarapee,11rp 11aarapee,lakhoobavaalee
jayapur,A044_A044189,189AUAAT,gaamv  ०naraayanaa,gaamv naraayanaa,auaat
naagour,A112_A112154,154WATS,raamagadh,raamagadh,wats
naagour,A107_A107052,52deedavaanaa,deedavaanaa myunisapalitee,deedavaanaa myunisapalitee,deedavaanaa
naagour,A111_A111049,49laaee,laaee,laaee,laaee
h dousaa,A086_A086192,192nougaamv,:,NA,nougaamv
gamgaanagar,A004_A004060,604el see e,4 10-५७,NA,604el see
naagour,A110_A110105,105baravataa,baravataa,baravataa,baravataa
hi bharathapur,A071_A071110,110soumasee,Somsi,somsi,soumasee
suajhhunoo,A026_A026040,40soorajagadh,soorajagadh഼,soorajagadh,soorajagadh
hanumaanagadh,A008_A008151,"151stesan rood, hanumaanagadh taaoon",hanumaanagadh഼,hanumaanagadh,stesan rood hanumaanagadh taaoon
bharathapur,A071_A071043,43bhuaapuragadhee,Bhuapur Garhi,bhuapur garhi,bhuaapuragadhee
jayapur,A047_A047118,118daabadee,daabad഼ee,daabadee,daabadee
bharathapur,A070_A070166,166luhesar,Luhesar,luhesar,luhesar
savaaeemaadhoopur,A090_A090099,99gamgaapur bajariyaa ke paas,gamgaapur sitee,gamgaapur sitee,gamgaapur bajariyaa
8gamgaanagar,A005_A005203,203 6bee jee dee,6 860,NA,bee jee dee
chooru,A021_A021181,181baadadiyaa,baadadi/yaa,baadadiyaa,baadadiyaa
bheelavaadaa,A182_A182010,mathadaan kendr kaa bhavan evam pathaa  :,koochalavaadaa kalaa,koochalavaadaa kalaa,NA
bheelavaadaa,A181_A181246,246raamapuraa,raamapuraa,raamapuraa,raamapuraa
ajamer,A100_A100063,mathadaan kendr kaa bhavan evam pathaa  :,ajamer (nagar nigam,ajamer nagar nigam,NA
bharathapur,A072_A072214,214gunasaaraa,Gunsara,gunsara,gunasaaraa
ajamer,A103_A103202,202bad഼akoocharaa,bad഼akoocharaa,badakoocharaa,badakoocharaa
naagour,A106_A106102,102nimbeejoodhaa,nimbee joodhaa,nimbee joodhaa,nimbeejoodhaa
seekar,A036_A036024,24sisyoom,sisyoom,sisyoom,sisyoom
kootaa,A191_A191122,122kaithoon,Ward No.13,ward no,kaithoon
8toumk,A096_A096096,96toomk,toomk,toomk,toomk
naagour,A111_A111193,193bhaisad഼aa kalaam,bhemsadaa kalaa,bhemsadaa kalaa,bhaisadaa kalaam
toumk,A095_A095164,mathadaan kendr kaa bhavan evam pathaa  :,nivaaee,nivaaee,NA
alavar,A063_A063233,233leelaamamdhaa,Lila Marha,lila marha,leelaamamdhaa
h karoulee,A081_A081211,211gadhamooraa,gadhamooraa,gadhamooraa,gadhamooraa
jhhaalaavaad,A200_A200216,216gajavaadee,gajavaadee,gajavaadee,gajavaadee
naagour,A106_A106103,103nimbeejoodhaa,nimbee joodhaa,nimbee joodhaa,nimbeejoodhaa
qe,A019_A019110,mathadaan kendr kaa bhavan evam pathaa  :,raajagadh഼,raajagadh,NA
naagour,A112_A112266,266baadeeghaatee,baadeeghaatee,baadeeghaatee,baadeeghaatee
beekaaner,A012_A012003,n0  1aanandagadh,Ballar,ballar,n aanandagadh
udayapur,A153_A153068,mathadaan kendr kaa bhavan evam pathaa  :,udayapur,udayapur,NA
udayapur,A156_A156120,120geemgalaa,geemgalaa,geemgalaa,geemgalaa
naagour,A106_A106107,mathadaan kendr kaa bhavan evam pathaa  :,nimbee joodhaa,nimbee joodhaa,NA
