district_std,filename,ps_name_t13n,main_town_t13n,village_cand_1_std,village_cand_2_std
baliyaa,AC357_S24A357P234, 234ee0 praa0 paa0 thiranaee khijirapur p൦ ,thiranaee khijirapur ,thiranaee khijirapur,ee0 praa0 paa0 thiranaee khijirapur p
baharaaich,AC284_S24A284P254, 254poorv maa0avi൦-khairaahaisan k0anam൦-൧ ,khairaahasan ,khairaahasan,poorv maa0avikhairaahaisan k0anam
sulthaanapur,AC190_S24A190P295, 295praa0avi0 madanapur devaraar kaksh sam01 ,madanapuradevaraar ,madanapuradevaraar,praa0avi0 madanapur devaraar sam01
goorakhapur,AC325_S24A325P232, 232praa0 vi0 bhavaanee gadh഼ ,bhavaanee gadh ,bhavaanee gadh,praa0 vi0 bhavaanee gadh
hameerapur,AC228_S24A228P280, 280praathamik vidyaalay piparoumdaa ,piparoumdaa ,piparoumdaa,praathamik vidyaalay piparoumdaa
kuseenagar,AC329_S24A329P036, 36poorv maa0 vi0 sooharounaa ,khad഼adaa we ,khadadaa we,poorv maa0 vi0 sooharounaa
bhadoohee,AC393_S24A393P203, 203praa0avi0 bheekheepur k0asam0-1 ,bhikheepur ,bhikheepur,praa0avi0 bheekheepur k0asam01
mahaaraajagamj,AC319_S24A319P313, 313joo0ahaa0asakool sirasiyaa ,sirasiyaa ,sirasiyaa,joo0ahaa0asakool sirasiyaa
muraadaabaad,AC027_S24A027P315, 315muraadaabaad intar k൉alej kaksh-3 ,muraadaabaad ,muraadaabaad,muraadaabaad intar kalej kaksh3
mahaaraajagamj,AC318_S24A318P023, 23praa0avi0abaagaapaar k0anam03 ,baagaapaar ,baagaapaar,praa0avi0abaagaapaar k0anam03
devariyaa,AC342_S24A342P315, 315praa൦avi൦aakubaa ,akubaa ,akubaa,praaaviaakubaa
sulthaanapur,AC189_S24A189P290, 290praa0avi0 chouhaanapur kaksh sam0  ३,deegurapur banakegaamv ,deegurapur banakegaamv,praa0avi0 chouhaanapur sam0
sambhal,AC031_S24A031P116, 116es0aem0 intar kaalej chandousee kaksh-2 ,chandousee ,chandousee,es0aem0 intar kaalej chandousee kaksh2
santh kabeer nagar,AC313_S24A313P117, 117praa0avi0 thilajaa kamaraa ao  3,thilajaa ,thilajaa,praa0avi0 thilajaa kamaraa ao
mathuraa,AC084_S24A084P265, 265chamelee devee khandelavaathr garls i0akaa൦ mathuraa k൦ Ace  6,mathuraa vrindaavan ,mathuraa vrindaavan,chamelee devee khandelavaathr garls i0akaa mathuraa k ace
siddhaarthanagar,AC303_S24A303P380, 380doohanee ,doohanee ,doohanee,doohanee
muraadaabaad,AC026_S24A026P268, 268praa0 vi0 kaksh  2juladhakiyaa ,julathekiyaa ,julathekiyaa,praa0 vi0 2juladhakiyaa
baliyaa,AC360_S24A360P090, 90praa0apaa0 naraayanapaalee poo൦ ,naraayanapaalee ,naraayanapaalee,praa0apaa0 naraayanapaalee poo
maoo,AC353_S24A353P183, 183m0 smaarak i0akaa0 chakamaanoo urph daragaah d0 bhaag ,delete ,delete,m0 smaarak i0akaa0 chakamaanoo urph daragaah d0 bhaag
kuseenagar,AC329_S24A329P116, 116praa0 paa0 lakhuaa lakhuee kaksh-3 ,lakhuaa lakhuee ,lakhuaa lakhuee,praa0 paa0 lakhuaa lakhuee kaksh3
balaraamapur,AC292_S24A292P196, 196praa0 paa0 kooyalakhaar k0an0  1,kooyalakhaar ,kooyalakhaar,praa0 paa0 kooyalakhaar k0an0
lalithapur,AC227_S24A227P289, 289joo0ahaa0 skool u0 bhaag kalyaanapuraa ,kalyaanapuraa ,kalyaanapuraa,joo0ahaa0 skool u0 bhaag kalyaanapuraa
bhadoohee,AC392_S24A392P345, 345praa൦paa൦ asthee ,asthee ,asthee,praapaa asthee
kaasagamj,AC101_S24A101P001, 1praa0apaa0 baghelaa pukhthaa ,bachaghelraa pukhthaa ,bachaghelraa pukhthaa,praa0apaa0 baghelaa pukhthaa
badaayoom,AC112_S24A112P118, 118jalaalapur praa vi k nam.-൨ ,jalaalapur ,jalaalapur,jalaalapur praa vi nam
gaajiyaabaad,AC055_S24A055P291, 291padam sree en en moohan pablik skool sai0  5vasundharaa ,gaajiyaabaad ,gaajiyaabaad,padam sree en en moohan pablik skool sai0 5vasundharaa
chandoulee,AC380_S24A380P223, 223praa0apaa൦ jivadheepur ,NA,NA,praa0apaa jivadheepur
basthee,AC311_S24A311P375, 375praathamik vidyaalay tegariyaa raajaa ,teeraigarihaaraajaa ,teeraigarihaaraajaa,praathamik vidyaalay tegariyaa raajaa
lakhanaoo,AC169_S24A169P063, 63praa.vi bahaadurapur kaksh sam0-1 ,sulthaanapur ,sulthaanapur,praavi bahaadurapur sam01
NA,AC090_S24A090P087, 87poo0amaa0avi൦ arathounee k0an൦-൨ ,NA,NA,poo0amaa0avi arathounee k0an
ilaahaabaad,AC257_S24A257P287, 287praathamik vidyaalay chhathounaa u0abhaag ,chhathounaa ,chhathounaa,praathamik vidyaalay chhathounaa u0abhaag
lakhanaoo,AC168_S24A168P348, 348praa0 vi0 bhatauth jamaalapur kaksh sam0  - 1,bhataoo jamaalapur ,bhataoo jamaalapur,praa0 vi0 bhatauth jamaalapur sam0
chandoulee,AC380_S24A380P120, 120praa൦ paa൦ mahaabalapur kaksh sam൦൪ ,NA,NA,praa paa mahaabalapur sam
ilaahaabaad,AC254_S24A254P198, 198poorv maadhyamik vidyaalay mamsooraabaad u൦ bhaag ,mamsooraabaad ,mamsooraabaad,poorv maadhyamik vidyaalay mamsooraabaad u bhaag
aagaraa,AC090_S24A090P255, 255praa൦ vi൦ roohathaa k0an൦-൧ ,rouhathaa ,rouhathaa,praa vi roohathaa k0an
baliyaa,AC361_S24A361P293, 293praa0apaa0 janaadee (poo0 ,janaad഼ee ,janaadee,praa0apaa0 janaadee poo0
goutham buddh nagar,AC062_S24A062P057, 57subhaash chandr boos i0akaa0 khed഼ee bhanouthaa k0anam0  2,bhanouthaa ,bhanouthaa,subhaash chandr boos i0akaa0 khedee bhanouthaa k0anam0
vaaraanasee,AC387_S24A387P040, 40be൦apraanpaa൦thadiyaa ,kootavaam ,kootavaam,beapraanpaathadiyaa
barelee,AC123_S24A123P086, 86joo൦ haa൦ skool TANG AT ahamadapur kamaraa nam൦  01,vaaleepur ahamadapur ,vaaleepur ahamadapur,86joo haa skool tang at ahamadapur kamaraa nam 01
haapud,AC059_S24A059P072, 72chou0 laal sih praa0 skool merath rood haapud k0an0  1,haapashud ,haapashud,chou0 laal sih praa0 skool merath rood haapud k0an0
kuseenagar,AC330_S24A330P191, 191joo൦ahaa൦ skool jamgal amavaa room n-1 ,jam0 amavaa ,jam0 amavaa,jooahaa skool jamgal amavaa n1
sambhal,AC111_S24A111P084, 84joo0ahaa0asakool k0an൦൧ hirounee ,hirounee ,hirounee,joo0ahaa0asakool k0an hirounee
aagaraa,AC086_S24A086P158, 158sakunthalaa pablik skool limk rood nunihaaee k൦ n൦  2,aagaraa ,aagaraa,sakunthalaa pablik skool limk rood nunihaaee k n
mirjaapur,AC399_S24A399P132, 132praa0avi0 saat ,bhaavaa ,bhaavaa,praa0avi0 saat
aajamagadh,AC350_S24A350P065, 65joo0ahaa0askool pook kaksh0 sam0  - 2,NA,NA,joo0ahaa0askool pook kaksh0 sam0
baamdaa,AC232_S24A232P333, 333poo0amaa0avi0amoohanapuravaa kaksh sam൦  २,moohanapuravaa ,moohanapuravaa,poo0amaa0avi0amoohanapuravaa sam
kousaambee,AC251_S24A251P116, 116praa0avi൦ khvaachakeemaee poorvee bhaag ,khvaachakee maee ,khvaachakee maee,praa0avi khvaachakeemaee poorvee bhaag
peeleebheeth,AC129_S24A129P348, 348bahaadurapur ,bahaadurapur ,bahaadurapur,bahaadurapur
mirjaapur,AC395_S24A395P043, 43praa0avi0 mathuraapur sthith graam amahaammaaphee ,amahaa maaphee ,amahaa maaphee,praa0avi0 mathuraapur graam amahaammaaphee
aajamagadh,AC347_S24A347P297, 297praa0 vi0 sammoopur khaalsaa ,sammoopur khaalasaa ,sammoopur khaalasaa,praa0 vi0 sammoopur khaalsaa
mahaaraajagamj,AC316_S24A316P273, 273praa0 paa0 ekasadavaa puraanaa athirikth kaksh ,ekasadavaa ,ekasadavaa,praa0 paa0 ekasadavaa puraanaa athirikth
haatharas,AC079_S24A079P280, 280saadaabaad i0 kaa൦ saadaabaad kan൦anam൦  05,saathadathaabaad ,saathadathaabaad,saadaabaad i0 kaa saadaabaad kananam 05
unnaav,AC163_S24A163P002, 2praathamik vidyaalay gouriyaa kalaa poorv ,gouriyaa kalaa ,gouriyaa kalaa,praathamik vidyaalay gouriyaa kalaa poorv
haradooee,AC159_S24A159P258, 258praa0apaa൦ gamgaaraamapur ni൦ bandeepur malalaavaam k0anam൦  -4,malal‍laavaam ,malallaavaam,praa0apaa gamgaaraamapur ni bandeepur malalaavaam k0anam
ilaahaabaad,AC262_S24A262P147, 147raajakeey kaarapentree skool n‍yoo kataraa kamaraa nam.-4 ,ilaahaabaad ,ilaahaabaad,raajakeey kaarapentree skool nyoo kataraa kamaraa nam4
phiroojaabaad,AC098_S24A098P138, 138praa0 paa0 dhakapuraa ,thakapuraa ,thakapuraa,praa0 paa0 dhakapuraa
sulthaanapur,AC190_S24A190P025, 25k0apraa0avi0 barooee kaksh sam02 ,aes ,aes,k0apraa0avi0 barooee sam02
barelee,AC119_S24A119P247, 247praa൦ paa൦ labhedaa durgaaprasaad ,labhedaa durgaaprasaad ,labhedaa durgaaprasaad,praa paa labhedaa durgaaprasaad
aagaraa,AC091_S24A091P206, 206praa0 vi0 roojhhoulee k0 nam0  2,roujhhoolee ,roujhhoolee,praa0 vi0 roojhhoulee k0 nam0
aagaraa,AC089_S24A089P425, 425es൦aes൦ak൉anvent p൦askool u൦amaa൦avi൦ karmayoogee enkaleb k൦an൦  1,aagaraa ,aagaraa,esaesakanvent paskool uamaaavi karmayoogee enkaleb kan
baaraabamkee,AC270_S24A270P125, 125praa0avi0 samraayanethaamaoo kaksh sam0  1,raaraay nethaamaoo ,raaraay nethaamaoo,praa0avi0 samraayanethaamaoo sam0
unnaav,AC167_S24A167P097, 97praa0apaa0 mirjaapur sumhaaree p൦ ,mirjaapur sumhaaree ,mirjaapur sumhaaree,praa0apaa0 mirjaapur sumhaaree p
unnaav,AC163_S24A163P198, 198praathamik vidyaalay kabarooee paschim ,Ale ,ale,praathamik vidyaalay kabarooee paschim
mahaaraajagamj,AC318_S24A318P338, 338praa0avi0asemaraa raajaa k0anam൦൨ ,semaraaraajaa ,semaraaraajaa,praa0avi0asemaraa raajaa k0anam
prathaapagadh,AC246_S24A246P077, 77praa൦avi൦ sujoulee kaksh sam  1,sujoulee ,sujoulee,praaavi sujoulee sam
vaaraanasee,AC389_S24A389P283, 283goopee raadhaa u0amaa0avi0ak0avi0 durgaakund k0asam0.൨ ,vaaraanasee ,vaaraanasee,goopee raadhaa u0amaa0avi0ak0avi0 durgaakund k0asam0
baaraabamkee,AC270_S24A270P434, 434praa.vi.baamsoopur ,baasoopur ,baasoopur,praavibaamsoopur
goutham buddh nagar,AC062_S24A062P323, 323gaamdhee smaarak iam0 kaa0 ghood഼ee bachhed഼aa k0anam0  3,ghoodee bachhedaa ,ghoodee bachhedaa,gaamdhee smaarak iam0 kaa0 ghoodee bachhedaa k0anam0
balaraamapur,AC293_S24A293P079, 79bhaa0ai0akaalej utharoulaa athi൦ kaksh ,Senter ,senter,bhaa0ai0akaalej utharoulaa athi
badaayoom,AC112_S24A112P060, 60dhanyaavalee praa vi k nam.-൯ ,dhanyaavalee ,dhanyaavalee,dhanyaavalee praa vi nam
peeleebheeth,AC127_S24A127P270, 270piparaa bhagoo ,piparaa bhagoo ,piparaa bhagoo,piparaa bhagoo
sambhal,AC033_S24A033P243, 243besik praathamik paathasaalaa koot garbee kaksh-൧ ,NA,NA,besik praathamik paathasaalaa koot garbee kaksh
lakhanaoo,AC169_S24A169P152, 152poo.maa.vi devaraee Het Hat sam0-1 ,bakhsee kaa thaalaab ,bakhsee kaa thaalaab,poomaavi devaraee het hat sam01
mahaaraajagamj,AC318_S24A318P013, 13praa0avi0aparaasakhaad k0anam൦൯ ,paraasakhaad഼ ,paraasakhaad,praa0avi0aparaasakhaad k0anam
peeleebheeth,AC130_S24A130P374, 374habeebullaa khaaഁ janoovee ,beesalapur ,beesalapur,habeebullaa khaa janoovee
lakhanaoo,AC173_S24A173P020, 20kaamaakhyaa baal vidyaa mandir kalyaan pur kaksh s0-1 ,NA,NA,kaamaakhyaa baal vidyaa kalyaan pur s01
sraavasthee,AC289_S24A289P249, 249bharathaaroosanagathadh ,bharathaaroosanagadh ,bharathaaroosanagadh,bharathaaroosanagathadh
lakhanaoo,AC176_S24A176P299, 299praa0 vi0 gadhee ,gad഼ee ,gadee,praa0 vi0 gadhee
aleegadh,AC074_S24A074P374, 374praaimaree skool dhanasimhapur maajaraa saadeepur SANIT ,saadeepur kumarooaa ,saadeepur kumarooaa,praaimaree skool dhanasimhapur maajaraa saadeepur sanit
auraiyaa,AC204_S24A204P295, 295choo0avi0asimh bhaa0avi0 i0 kaa0 auraiyaa k0anam0  4,auraiyaa ,auraiyaa,choo0avi0asimh bhaa0avi0 i0 kaa0 auraiyaa k0anam0
seethaapur,AC149_S24A149P237, 237praa0 vi0 kouvvaakhedaa k0 nam0  1,kouvvaa kheraa ,kouvvaa kheraa,praa0 vi0 kouvvaakhedaa k0 nam0
goutham buddh nagar,AC061_S24A061P341, 341poorv maa0 vi0 nayaabaams k0 nam0  2,NA,NA,poorv maa0 vi0 nayaabaams k0 nam0
goondaa,AC301_S24A301P117, 117praaimaree paathasaalaa kacharoolee ,kacharoulee ,kacharoulee,praaimaree paathasaalaa kacharoolee
baharaaich,AC282_S24A282P039, 39praa0avi൦-sujoulee a൦ak0-൯ ,sujaalee ,sujaalee,praa0avisujoulee aak0
etaa,AC103_S24A103P415, 415praa0apaa൦ bhadakee ,bhadakee ,bhadakee,praa0apaa bhadakee
chithrakoot,AC237_S24A237P363, 363poorv maadhyamik vidyaalay daraaee majaraa chureh kesaruvaa ,churehakesaroovaa ,churehakesaroovaa,poorv maadhyamik vidyaalay daraaee majaraa chureh kesaruvaa
badaayoom,AC112_S24A112P363, 363saidapur praa vi k nam.-൧ ,saidapur ,saidapur,saidapur praa vi nam
seethaapur,AC153_S24A153P355, 355praa0avi0agharavaasapaaraa kalaam ,dhavaravaasapaaraa kalaa ,dhavaravaasapaaraa kalaa,praa0avi0agharavaasapaaraa kalaam
aajamagadh,AC352_S24A352P046, 46praa0avi0 pithaambarapur ,pithaambarapur ,pithaambarapur,praa0avi0 pithaambarapur
kheeree,AC143_S24A143P217, 217doolhaapur kisaan ,doolhaapur kisaan ,doolhaapur kisaan,doolhaapur kisaan
baamdaa,AC235_S24A235P325, 325kanyaa praa൦ vi൦ syoothaa kaksh sam൦  २,syoodhaa ,syoodhaa,kanyaa praa vi syoothaa sam
basthee,AC310_S24A310P359, 359praathamik vidyaalay kataraa bujurg ,kataraabujurg ,kataraabujurg,praathamik vidyaalay kataraa bujurg
bulandasahar,AC070_S24A070P049, 49jamvaa praaeemaree skool k.n.1] ,oat ,oat,jamvaa praaeemaree skool kn1
sraavasthee,AC290_S24A290P393, 393naraayanajooth ,naaraayanajooth ,naaraayanajooth,naraayanajooth
aagaraa,AC090_S24A090P397, 397praa൦ vi൦ kaamkarapuraa k0an൦-൨ ,ethmaadapur madaraa ,ethmaadapur madaraa,praa vi kaamkarapuraa k0an
ilaahaabaad,AC254_S24A254P214, 214janathaa iamtar kaalej uldaa GO bhaag  १,uldaa ,uldaa,janathaa iamtar kaalej uldaa go bhaag
aajamagadh,AC345_S24A345P016, 16subhaash i0akaa0 karakhiyaa roostham saraay kaksh sam0  1,aa Wd ,aa wd,subhaash i0akaa0 karakhiyaa roostham saraay sam0
kannouj,AC196_S24A196P475, 475poo0amaa0avi0 k0an0  2majhhapurvaa ,majhhapurvaa ,majhhapurvaa,poo0amaa0avi0 k0an0 2majhhapurvaa
saamalee,AC009_S24A009P182, 182laajapath raay iamtar kaalej dakshinee bhaag kamaraa n0  6thaanaabhavan ,thaanaabhavan ,thaanaabhavan,laajapath raay iamtar kaalej dakshinee bhaag kamaraa n0 6thaanaabhavan
jhhaamsee,AC225_S24A225P359, 359praa0avi0 dumaraee-1 ,HAS ,has,praa0avi0 dumaraee1
raay barelee,AC180_S24A180P227, 227koolavaakhamrd ,koolavaakhude ,koolavaakhude,koolavaakhamrd
merath,AC046_S24A046P241, 241praa0 vi0ak0an0  -2pamchagaamv patatee amarasimh ,ajaraadaa ,ajaraadaa,praa0 vi0ak0an0 2pamchagaamv patatee amarasimh
ilaahaabaad,AC259_S24A259P167, 167praa0avi0 jevaniyaa uththaree bhaag-1 ,jevaniyaam ,jevaniyaam,praa0avi0 jevaniyaa uththaree bhaag1
baamdaa,AC234_S24A234P230, 230sarasvathee intar kaalej atharraa ,Tat ,tat,sarasvathee intar kaalej atharraa
phiroojaabaad,AC095_S24A095P311, 311praa0avi0 lad൒apuraa k0anam0  १,lad൒apuraa ,ladapuraa,praa0avi0 ladapuraa k0anam0
aagaraa,AC093_S24A093P173, 173praa0avi0 puraa pachhaah k.n.൥1 ,dhanoulaa kalaa ,dhanoulaa kalaa,praa0avi0 puraa pachhaah kn1
jaaloun,AC221_S24A221P315, 315rahamul hind pablik skool makaniyaa kampaaund moohanapuraa uraee ,uraee ,uraee,rahamul hind pablik skool makaniyaa kampaaund moohanapuraa uraee
siddhaarthanagar,AC303_S24A303P448, 448tadiyaabaajaar ,temdiyaa baajaar ,temdiyaa baajaar,tadiyaabaajaar
baaraabamkee,AC267_S24A267P058, 58praa0 vi0 baan vijnjathlaa kaksh sam0  1,bichhalaa ,bichhalaa,praa0 vi0 baan vijnjathlaa sam0
merath,AC046_S24A046P036, 36javaaharalaal neharoo smaarak i0akaa0ak0an0-1 raachhoothee ,raachhouthee ,raachhouthee,javaaharalaal neharoo smaarak i0akaa0ak0an01 raachhoothee
mujaphpharanagar,AC014_S24A014P171, 171kanyaa praathamik vidhaalay nayaa bhavan paschim mem nayaa kamaraa nambar  2,mujaphpharanagar ,mujaphpharanagar,kanyaa praathamik vidhaalay nayaa paschim mem nayaa kamaraa nambar
pharrookhaabaad,AC192_S24A192P304, 304khud഼anaa dhamagavaam ,khudanaa dhamagavaa ,khudanaa dhamagavaa,khudanaa dhamagavaam
badaayoom,AC112_S24A112P324, 324navaadaa praa vi k a.-2 ,navaadaa ,navaadaa,navaadaa praa vi a2
ilaahaabaad,AC264_S24A264P041, 41praa൦avi൦ sendhuvaar p൦ bhaag ,sendhuvaar ,sendhuvaar,praaavi sendhuvaar p bhaag
basthee,AC310_S24A310P215, 215begam khair intar kaalej thurakahiyaa ,basthee ,basthee,begam khair intar kaalej thurakahiyaa
garaget,AC069_S24A069P027, 27chithsoun saheed mejar lalith prakaas poorv maa0avi0 k0an0  1,chithsoun ,chithsoun,chithsoun saheed mejar lalith prakaas poorv maa0avi0 k0an0
amethee,AC185_S24A185P118, 118praa0 paa0 gouraa mat G02 ,gouraa ,gouraa,praa0 paa0 gouraa mat g02
etaa,AC103_S24A103P181, 181joo0 haa൦askool n൦ savith m൦ aamgaraiyaa ,aamgaraiyaa jamunaaee ,aamgaraiyaa jamunaaee,joo0 haaaskool n savith m aamgaraiyaa
goorakhapur,AC321_S24A321P198, 198mahaathamooraav smaarak i0 kaa0 k0 n0  4,jam0ahakeem nam02 ,jam0ahakeem nam02,mahaathamooraav smaarak i0 kaa0 k0 n0
ilaahaabaad,AC254_S24A254P047, 47praathamik vidyaalay malaak payaagee bhaag-൯ ,malraak payaagee ,malraak payaagee,praathamik vidyaalay malaak payaagee bhaag
pharookhaabaad,AC193_S24A193P109, 109khandaalee ,khandoulee ,khandoulee,khandaalee
ilaahaabaad,AC264_S24A264P247, 247praa൦avi൦ soonavarasaa poo൦abhaag ,soonapuraa ,soonapuraa,praaavi soonavarasaa pooabhaag
muraadaabaad,AC026_S24A026P296, 296u0apaar0 vi0 daijhhagrah ,ijhhagrah ,ijhhagrah,u0apaar0 vi0 daijhhagrah
barelee,AC124_S24A124P088, 88iamtoo vaalee dharmasaalaa nayaa toolaa aalamagireegamj k0anam൦2 ,barelee ,barelee,iamtoo vaalee dharmasaalaa nayaa toolaa aalamagireegamj k0anam2
haradooee,AC155_S24A155P381, 381ju൦ haa൦ karaavaa k൦ n൦  2,NA,NA,381ju haa karaavaa k n
santh kabeer nagar,AC314_S24A314P141, 141praa0avi0asaamkhee kamaraa nam0-2 ,saamkhee ,saamkhee,praa0avi0asaamkhee kamaraa nam02
jhhaamsee,AC223_S24A223P044, 44sen‍tameree intar kaalej bhaag-1 ,jhhaaഁasee ,jhhaaasee,sentameree intar kaalej bhaag1
phiroojaabaad,AC099_S24A099P177, 177janasakthi joo0ahaa0 skool roodhenee k0an0  १,roodhainee ,roodhainee,janasakthi joo0ahaa0 skool roodhenee k0an0
auraiyaa,AC204_S24A204P291, 291sam0amahaa0avi0 auraiyaa k0anam0  3,auraiyaa ,auraiyaa,sam0amahaa0avi0 auraiyaa k0anam0
goondaa,AC297_S24A297P280, 280praa0 paa0 banajariyaa ,banajariyaa ,banajariyaa,praa0 paa0 banajariyaa
aleegadh,AC077_S24A077P367, 367praa0 skool dhanan‍dhariyaa majaraa aleepuraa ,aleepuraa ,aleepuraa,praa0 skool dhanandhariyaa majaraa aleepuraa
saahajahaaapur,AC134_S24A134P230, 230praa0apaa0 kumbhiyaa maaphee ,kumibhayaa maaphee ,kumibhayaa maaphee,praa0apaa0 kumbhiyaa maaphee
phathehapur,AC239_S24A239P177, 177praa0avi0 raaree khumrd ,wre ,wre,praa0avi0 raaree khumrd
haradooee,AC160_S24A160P273, 273janathaa iam൦kaalej kachhounaa n൦apam൦ap൦k൦anam൦-൪ ,kachhoonaa pathasenee ,kachhoonaa pathasenee,janathaa iamkaalej kachhounaa napamapkanam
peeleebheeth,AC129_S24A129P318, 318vilandapur asook ,bilandapur asook ,bilandapur asook,vilandapur asook
badaayoom,AC113_S24A113P288, 288k050apraa0avi0 k0 pattee yakeen muhammad k0an0  3,sahasavaan ,sahasavaan,k050apraa0avi0 k0 pattee yakeen muhammad k0an0
mainapuree,AC107_S24A107P397, 397praa0apaa0 eeamsaee madhupuree kaksh sam0  1,Sas AMAT ,sas amat,praa0apaa0 eeamsaee madhupuree sam0
muraadaabaad,AC029_S24A029P077, 77praa0 skool eelar rasoolaavaad ,eelar rasoolaavaad ,eelar rasoolaavaad,praa0 skool eelar rasoolaavaad
ilaahaabaad,AC255_S24A255P073, 73praathamik vidyaalay maoodoosthapur uththaree bhaag-1 ,maooaaimaa ,maooaaimaa,praathamik vidyaalay maoodoosthapur uththaree bhaag1
kannouj,AC196_S24A196P252, 252praa0apaa0 jagathapur athi0 kaksh ,NA,NA,praa0apaa0 jagathapur athi0
muraadaabaad,AC030_S24A030P001, 1praa0 skool naraayanapur devaa ,naraayanapur devaa ,naraayanapur devaa,praa0 skool naraayanapur devaa
phathehapur,AC240_S24A240P353, 353praa0 vi0 saathoo sulthaanapur ,saathoo sulthaanapur ,saathoo sulthaanapur,praa0 vi0 saathoo sulthaanapur
ilaahaabaad,AC254_S24A254P158, 158maharshi vidyaalay kachchaa bhavan ibraahimapur uththaree bhaag ,laalagoopaalagamj ,laalagoopaalagamj,maharshi vidyaalay kachchaa ibraahimapur uththaree bhaag
raamapur,AC036_S24A036P315, 315praathamik vidyaalay rathoumdaa kaksh sam0  2,lest ,lest,praathamik vidyaalay rathoumdaa sam0
gaajiyaabaad,AC053_S24A053P362, 362kraaun p skool prakaas vihaar ,loonee ,loonee,kraaun skool prakaas vihaar
badaayoom,AC113_S24A113P399, 399praa0 vi0 malasaee yusoophapur musthahakam k0an0  3,malasaeei yoosuphapur ,malasaeei yoosuphapur,praa0 vi0 malasaee yusoophapur musthahakam k0an0
sambhal,AC031_S24A031P277, 277jooniyar haaee skool mirjaapur nasaroolalaapur kaksh-2 ,NA,NA,jooniyar haaee skool mirjaapur nasaroolalaapur kaksh2
garaget,AC069_S24A069P067, 67saraavaa kisaan i0akaa0 k0an൑  2,saraavaa ,saraavaa,saraavaa kisaan i0akaa0 k0an
barelee,AC118_S24A118P135, 135praa0avi൦ naraayananagalaa k0an0  1,naraayan nagalaa ,naraayan nagalaa,praa0avi naraayananagalaa k0an0
etaa,AC105_S24A105P248, 248praa0apaa0 jitoolee k0an0  १,jitoulee ,jitoulee,praa0apaa0 jitoolee k0an0
phaijaabaad,AC274_S24A274P285, 285praathamik vidyaalay raithuaa paschimee ,raithuvaa ,raithuvaa,praathamik vidyaalay raithuaa paschimee
badaayoom,AC113_S24A113P363, 363praa0 vi0 silaharee k0an0  1,silaharee ,silaharee,praa0 vi0 silaharee k0an0
raamapur,AC036_S24A036P219, 219raa0 i൦ kaa0 kaksh sam0-07 kemaree mou0 sighaadiyaan puraanaa bhavan ,kemaree ,kemaree,raa0 i kaa0 sam007 kemaree mou0 sighaadiyaan puraanaa
goondaa,AC299_S24A299P306, 306jooniyar haaee skool athi0 kaksh bhikhaareepur kalaa ,bhikhaareepurakalaa ,bhikhaareepurakalaa,jooniyar haaee skool athi0 bhikhaareepur kalaa
wed kabeer nagar,AC313_S24A313P472, 472praa0avi0 katakaa kamaraa nam0  2,basaloohiyaa ,basaloohiyaa,praa0avi0 katakaa kamaraa nam0
badaayoom,AC115_S24A115P177, 177es0ake0ai0akaa0 badaayoom poorvee bhaag k0anam0  2,badaayoom ,badaayoom,es0ake0ai0akaa0 badaayoom poorvee bhaag k0anam0
goutham buddh nagar,AC063_S24A063P022, 22praa0 skool khaanapur k0an0  1,NA,NA,praa0 skool khaanapur k0an0
vaaraanasee,AC391_S24A391P135, 135praa0 paa0 karadhanaa k0 sam01 ,karadhanaa ,karadhanaa,praa0 paa0 karadhanaa k0 sam01
aajamagadh,AC349_S24A349P277, 277joo0ahaa0 skool kaneree ,karnaraa ,karnaraa,joo0ahaa0 skool kaneree
baaraabamkee,AC266_S24A266P197, 197poo0amaa0avi0 isaroulee kaksh sam0  २,isaroulee ,isaroulee,poo0amaa0avi0 isaroulee sam0
lakhanaoo,AC168_S24A168P228, 228praa0 vi0 kundaraa kalaa kaksh sam0  - 1,kasamandee kalaa ,kasamandee kalaa,praa0 vi0 kundaraa kalaa sam0
lakhanaoo,AC173_S24A173P154, 154praa0avidyaalay basthoulee kaksh sam0-3 ,NA,NA,praa0avidyaalay basthoulee sam03
goondaa,AC300_S24A300P193, 193praaimaree paathasaalaa u0 bhaag lamathee ukarahavaa ,lamathee ukarahavaa ,lamathee ukarahavaa,praaimaree paathasaalaa u0 bhaag lamathee ukarahavaa
gaajeepur,AC373_S24A373P270, 270kanyaa praa0apaa0 saadaath poo.chhoor ,saadaath ,saadaath,kanyaa praa0apaa0 saadaath poochhoor
ilaahaabaad,AC263_S24A263P391, 391kedaaranaath u0amaa0avi0 sad഼avaa kalaam kaksh sam0  2,ilaahaabaad ,ilaahaabaad,kedaaranaath u0amaa0avi0 sadavaa kalaam sam0
pharrookhaabaad,AC193_S24A193P205, 205baghounaa ,badhaaഁanaa ,badhaaanaa,baghounaa
bijanour,AC018_S24A018P012, 12poorv maaek0avi൦abhoojapur kaksh sam03 ,mukandapur raamoo ,mukandapur raamoo,poorv maaek0aviabhoojapur sam03
vaaraanasee,AC387_S24A387P102, 102in൦kaa൦jagathapur k൦as൦2 ,jagathapur ,jagathapur,inkaajagathapur kas2
kannouj,AC196_S24A196P132, 132joo0ahaa0 skool alhanaapur ,NA,NA,joo0ahaa0 skool alhanaapur
