district_std,filename,ps_name_t13n,main_town_t13n,village_cand_1_std,village_cand_2_std
merath,AC044_S24A044P197, 197praa൦ vinlooeeyaa k0 sam0  2,looeeyaa ,looeeyaa,praa vinlooeeyaa k0 sam0
goutham buddh nagar,AC061_S24A061P418, 418nooedaa kanyaa intar k൉alej bhamgel begamapur k0 nam0  5,NA,NA,nooedaa kanyaa intar kalej bhamgel begamapur k0 nam0
phaijaabaad,AC273_S24A273P163, 163raashtreey vidyaapeeth intar kaalej pithalaa-2 ,pithalaa ,pithalaa,raashtreey vidyaapeeth intar kaalej pithalaa2
aleegadh,AC075_S24A075P168," 168dee e vee kanyaa i kaa jee tee rood, kamaraa n0-൭ ",aleegadh഼ ,aleegadh,168dee vee kanyaa jee tee rood kamaraa n0
gaajeepur,AC376_S24A376P051, 51praa0 paa0 mahemgavaa (p0achhoor ,dclatetet ,dclatetet,praa0 paa0 mahemgavaa p0achhoor
mirjaapur,AC399_S24A399P384, 384praa0avi0 seravaa pratham ,sairavaa ,sairavaa,praa0avi0 seravaa pratham
mahoobaa,AC231_S24A231P257, 257praa0avi0 bharavaaraa ,bharavaaraa ,bharavaaraa,praa0avi0 bharavaaraa
jhhaamsee,AC222_S24A222P034, 34sree ganes samkar vidyaa baal sisu mandir chiragaamv-1 ,chiragaamv ,chiragaamv,sree ganes samkar vidyaa baal sisu chiragaamv1
maoo,AC355_S24A355P248, 248praa0 paa0 nooharepur naee imaarath ,nooharepur ,nooharepur,praa0 paa0 nooharepur naee imaarath
vaaraanasee,AC386_S24A386P329, 329be0apraaepaa0 pahalookaapuraa (phulavariyaa k0asam0  2,phulavariyaa ,phulavariyaa,be0apraaepaa0 pahalookaapuraa phulavariyaa k0asam0
lalithapur,AC226_S24A226P306, 306praa0apaa൦ jairavaaraa ,jairavaaraa ,jairavaaraa,praa0apaa jairavaaraa
ilaahaabaad,AC260_S24A260P085, 85praathamik vidyaalay chakachandapur kaksh sam0  1,chakachandapur ,chakachandapur,praathamik vidyaalay chakachandapur sam0
auraiyaa,AC203_S24A203P136," 136indr dhanush klab bildimg gail gaamv, vaisundharaa, dibiyaapur kaksh sam0  1",baisundharaa ,baisundharaa,indr dhanush klab bildimg gail vaisundharaa dibiyaapur sam0
baharaaich,AC287_S24A287P094, 94praa0apaa൦ prathaapapur uparahar kam0anam൦-1 ,prathaapapur uparahar ,prathaapapur uparahar,praa0apaa prathaapapur uparahar kam0anam1
haapud,AC058_S24A058P006, 6praathamik vidhaalay dasthooee kamaraa nam0  1,atds ,atds,praathamik vidhaalay dasthooee kamaraa nam0
haradooee,AC160_S24A160P312, 312praa൦anpaa൦ medouaa ,madhaamvaa ,madhaamvaa,praaanpaa medouaa
mainapuree,AC107_S24A107P338, 338lalloo simh i0akaa0 kuraavalee kaksh sam0  4,kuraavalee ,kuraavalee,lalloo simh i0akaa0 kuraavalee sam0
siddhaarthanagar,AC302_S24A302P018, 18khurahariyaa ,karooaa ,karooaa,khurahariyaa
kaanapur dehaath,AC206_S24A206P207, 207praathamik vidyaalay kakaramaoo ,kakaramath ,kakaramath,praathamik vidyaalay kakaramaoo
ilaahaabaad,AC259_S24A259P303, 303praa0avi0 kamdavaa koosad഼aakalaa uththaree bhaag ,koosadaa kalaam ,koosadaa kalaam,praa0avi0 kamdavaa koosadaakalaa uththaree bhaag
kaanapur nagar,AC209_S24A209P352, 352poorv maadhyamik vidyaalay thareepaathakapur kaksh sam൦  १,thareepaathakapur ,thareepaathakapur,poorv maadhyamik vidyaalay thareepaathakapur sam
mahaaraajagamj,AC319_S24A319P158, 158praa0avi0 lakshmeepur detharavaam k0anam0  1,lakshmeepur detharavaa ,lakshmeepur detharavaa,praa0avi0 lakshmeepur detharavaam k0anam0
kousaambee,AC252_S24A252P280, 280praa.vi poorab sareeraa p.bhaag ,poorab sareeraa uththaree ,poorab sareeraa uththaree,praavi poorab sareeraa pbhaag
kannouj,AC196_S24A196P524, 524raamakisan aary myoonisipal k0ai0akaa0 guroosahaayagamj k0an0  1,gurasahaayagamj ,gurasahaayagamj,raamakisan aary myoonisipal k0ai0akaa0 guroosahaayagamj k0an0
barelee,AC118_S24A118P376, 376praa0avi൦ thiriyaa baamke udaraa k0an0  1,thiriyaa baamke udaraa ,thiriyaa baamke udaraa,praa0avi thiriyaa baamke udaraa k0an0
jaaloun,AC221_S24A221P100, 100joo.haa.authaa ,authaa ,authaa,joohaaauthaa
chithrakoot,AC236_S24A236P106, 106praathamik vidyaalay ovaree majaraa pahaadeebujurg-m0abhaag ,pahaaree bujurg aams ,pahaaree bujurg aams,praathamik vidyaalay ovaree majaraa pahaadeebujurgm0abhaag
gaajeepur,AC376_S24A376P040, 40joo0ahaa0 skool kood഼aree (m0achhoor ,koodaree ,koodaree,joo0ahaa0 skool koodaree m0achhoor
bulandasahar,AC065_S24A065P159, 159nayaa gaamv praaeemaree skool k.n൑  6,nayaagaaഁav ,nayaagaaav,nayaa praaeemaree skool kn
etaa,AC104_S24A104P274, 274praa0apaa0 laaladundavaaraa ,laaladundavaaraa ,laaladundavaaraa,praa0apaa0 laaladundavaaraa
barelee,AC124_S24A124P050, 50naveen praaimaree skool saahakaaraa k0anam൦൧൯ ,barelee ,barelee,naveen praaimaree skool saahakaaraa k0anam
unnaav,AC164_S24A164P248, 248praa0apaa0 phiroojaabaad ,phiroojaabaad ,phiroojaabaad,praa0apaa0 phiroojaabaad
aajamagadh,AC349_S24A349P001, 1praaepaa0 balaeepur kaksh  1,NA,NA,praaepaa0 balaeepur
mujaphpharanagar,AC015_S24A015P126, 126praathamik vidyaalay doulthapur ,doulathapur majaraa ,doulathapur majaraa,praathamik vidyaalay doulthapur
basthee,AC311_S24A311P149, 149praathamik vidyaalay moohanaakhoor ,bhaisavaliyaa abbal ,bhaisavaliyaa abbal,praathamik vidyaalay moohanaakhoor
mainapuree,AC108_S24A108P318, 318amar saheed i0akaa0 bevar kaksh sam0  2,bevar ,bevar,amar saheed i0akaa0 bevar sam0
unnaav,AC167_S24A167P308, 308praa0apaa0 muheeudadeenapur ,moohaddeenapur ,moohaddeenapur,praa0apaa0 muheeudadeenapur
merath,AC047_S24A047P406, 406saralaa devee vidyaa peeth amhaidaa aadipur rood kaseroo baksar k0 n0  २,ANS ,ans,saralaa devee vidyaa peeth amhaidaa aadipur rood kaseroo baksar k0 n0
unnaav,AC165_S24A165P381, 381seethaaraam dharmasaalaa sukalaagamj n0 paa0 pari0 gamgaaghaat kaksh sam0-൧ ,gamgaaghaat ,gamgaaghaat,seethaaraam dharmasaalaa sukalaagamj n0 paa0 pari0 gamgaaghaat sam0
aagaraa,AC088_S24A088P251, 251dee൦ e൦ vee൦ i൦ kaa൦ moothee kataraa k൦ n൦  १,aagaraa ,aagaraa,251dee e vee i kaa moothee kataraa k n
ilaahaabaad,AC261_S24A261P296, 296praathamik vidyaalay lakhanapur ,lakhanapur ,lakhanapur,praathamik vidyaalay lakhanapur
aajamagadh,AC348_S24A348P223, 223praa0avi0 saraayameer pratham kaksh sam0  - ३,saraayameer ,saraayameer,praa0avi0 saraayameer pratham sam0
phaijaabaad,AC276_S24A276P034, 34praathamik vidyaalay saraayakharagee uththaree ,saraayakharagee ,saraayakharagee,praathamik vidyaalay saraayakharagee uththaree
kaasagamj,AC100_S24A100P349, 349raajakeey baalikaa intar k൉alej k0 nam0  १,kaasagamj ,kaasagamj,raajakeey baalikaa intar kalej k0 nam0
amethee,AC185_S24A185P217, 217praa0 paa0 maanamatheepur ,bhatagavaam ,bhatagavaam,praa0 paa0 maanamatheepur
kaasagamj,AC102_S24A102P284, 284praa0apaa0 patiyaalee dvitheey k0an0  3,patiyaalee ,patiyaalee,praa0apaa0 patiyaalee dvitheey k0an0
bhadoohee,AC392_S24A392P013, 13praa൦apaa൦ nibeechour boureeboojhh kaksh  १,boureeboojhh ,boureeboojhh,praaapaa nibeechour boureeboojhh
saahajahaaapur,AC135_S24A135P342," 342praathamik vidhaalay, p0 kaksh  2,ghusagavaam ",ghusagavaa ,ghusagavaa,praathamik vidhaalay p0 2ghusagavaam
ilaahaabaad,AC255_S24A255P410, 410praa0 paa0 baleepur poorvee bhaag ,baleepur ,baleepur,praa0 paa0 baleepur poorvee bhaag
baharaaich,AC286_S24A286P194, 194praa൦ paa൦-kalpeepaaraa k൦ nam൦-൩ ,kalpeepaaraa ,kalpeepaaraa,praa paakalpeepaaraa k nam
santh kabeer nagar,AC312_S24A312P298, 298praaevi0 thunihavaa kaksh samkhyaa-1 ,thuniyahavaa ,thuniyahavaa,praaevi0 thunihavaa samkhyaa1
phaijaabaad,AC276_S24A276P263, 263praathamik vidyaalay niyaajapur ,niyaajapur ,niyaajapur,praathamik vidyaalay niyaajapur
goutham buddh nagar,AC063_S24A063P054, 54patel i0akaa0 asthoulee k0an0  1,NA,NA,patel i0akaa0 asthoulee k0an0
unnaav,AC167_S24A167P124, 124jayakisaan poorv maa0avi0 chamiyaanee kamaraa nam0  ४,chamiyaanee ,chamiyaanee,jayakisaan poorv maa0avi0 chamiyaanee kamaraa nam0
barelee,AC123_S24A123P329, 329praa൦ paa൦ katakaaraman ,katakaa raman ,katakaa raman,praa paa katakaaraman
mathuraa,AC085_S24A085P322, 322praa0avi0 jhhandeepur k0 n0  1,NA,NA,praa0avi0 jhhandeepur k0 n0
kaanapur nagar,AC209_S24A209P197, 197saaradaa devee haa0 se0 skool doodavaa kaksh sam  ४,doodavaa jamoulee ,doodavaa jamoulee,saaradaa devee haa0 se0 skool doodavaa sam
lakhanaoo,AC168_S24A168P323, 323poo0 maa0 vi0 amethiyaa salemapur kaksh sam0  - 4,amethiyaa salemapur ,amethiyaa salemapur,poo0 maa0 vi0 amethiyaa salemapur sam0
gaajeepur,AC377_S24A377P350, 350praa0apaa0 paikavalee (poo.chhoor ,paikavalee ,paikavalee,praa0apaa0 paikavalee poochhoor
baliyaa,AC358_S24A358P186, 186praa0 paa0 rajamalapur oorph navaapuraa (laharaadeeh ,rajamalapur ,rajamalapur,praa0 paa0 rajamalapur oorph navaapuraa laharaadeeh
baamdaa,AC234_S24A234P318, 318praa0 vi0 amilihaa ,simhapuramaaphee ,simhapuramaaphee,praa0 vi0 amilihaa
unnaav,AC163_S24A163P006, 6jooniyar haaee skool k0asam02 gouriyaa Her ,gouriyaa kalaa ,gouriyaa kalaa,jooniyar haaee skool k0asam02 gouriyaa her
bulandasahar,AC065_S24A065P190, 190bulandasahar balavantharaay bhagavathee devee pablik skool k.nam  2,bulandasahar ,bulandasahar,bulandasahar balavantharaay bhagavathee devee pablik skool knam
maoo,AC353_S24A353P075, 75praa0apaa0 hemaee piparee ,piparee ,piparee,praa0apaa0 hemaee piparee
aajamagadh,AC347_S24A347P154, 154joo0 haa0 skool gamgaa raay (kaksh AO  - 4),aajamagadh഼ ,aajamagadh,joo0 haa0 skool gamgaa raay ao
etaa,AC104_S24A104P082, 82printis garls i0ak൉0 etaa k0anam0-൩ ,etaa ,etaa,printis garls i0ak0 etaa k0anam0
goorakhapur,AC321_S24A321P287, 287praa0 vi0 aaraajee banakat ,aaraajee banakat ,aaraajee banakat,praa0 vi0 aaraajee banakat
peeleebheeth,AC128_S24A128P067, 67haraiyayaa uph harakisanaapur ,harraiyaa urph ,harraiyaa urph,haraiyayaa uph harakisanaapur
ilaahaabaad,AC255_S24A255P407, 407poorv maadhyamik vidyaalay nadiyaanee ,nadiyaanee ,nadiyaanee,poorv maadhyamik vidyaalay nadiyaanee
bulandasahar,AC067_S24A067P300, 300gamgaavaas pahaadaa praaeemaree skool k0an0  2,gamgaavaas pahaad഼aa ,gamgaavaas pahaadaa,gamgaavaas pahaadaa praaeemaree skool k0an0
goutham buddh nagar,AC062_S24A062P222, 222mihir bhooj baalikaa i0 kaa0adaadaree k0an0  10,daadaree ,daadaree,mihir bhooj baalikaa i0 kaa0adaadaree k0an0 10
maoo,AC353_S24A353P072, 72praa0apaa0 barakoomlaa ,barakoolaa ,barakoolaa,praa0apaa0 barakoomlaa
amethee,AC185_S24A185P005, 5praaepaa0aadhanapur kaksh sam02 ,naaraa athanapur ,naaraa athanapur,praaepaa0aadhanapur sam02
baliyaa,AC363_S24A363P075, 75praa0apaa0 belaharee poorvee ,belaharee ,belaharee,praa0apaa0 belaharee poorvee
mirjaapur,AC396_S24A396P003, 3praa0avi0 bhoogaamv ,bhoogaav ,bhoogaav,praa0avi0 bhoogaamv
ambedakar nagar,AC278_S24A278P220, 220praathamik vidyaalay moohammadapur saabukapur kaksh samkhyaa-2 ,baraiyaa maaphee ,baraiyaa maaphee,praathamik vidyaalay moohammadapur saabukapur samkhyaa2
kheeree,AC141_S24A141P076, 76bajahaa m0 samkalpaa ,Phew ,phew,bajahaa m0 samkalpaa
ilaahaabaad,AC256_S24A256P069, 69goomathee intar kaalej phoolapur uththaree madhy bhaag ,phoolapur ,phoolapur,goomathee intar kaalej phoolapur uththaree madhy bhaag
baaraabamkee,AC269_S24A269P403, 403praa൦avi൦ muraleegamj p൦abhaag ,muraleegaj ,muraleegaj,praaavi muraleegamj pabhaag
phathehapur,AC238_S24A238P308, 308praa0avi0 sulthaanagadh kaksh-2 ,sulthaanagadh഼ ,sulthaanagadh,praa0avi0 sulthaanagadh kaksh2
phiroojaabaad,AC097_S24A097P151, 151siv pablik skool siv pailes chandravaar get k.n  4,phiroojaabaad ,phiroojaabaad,151siv pablik skool siv pailes chandravaar get kn
baaraabamkee,AC268_S24A268P435, 435praa0avi0 baroulee kaksh sam0  1,biroulee ,biroulee,praa0avi0 baroulee sam0
mujaphpharanagar,AC015_S24A015P052, 52dee0ae0avee0 intar k൉alij jaanasath k0anam0-27 ,jaanasath ,jaanasath,dee0ae0avee0 intar kalij jaanasath k0anam027
gaajeepur,AC373_S24A373P027, 27praa0 paa0 bahariyaabaad (poo.chhoor ,aaraajee kasbaa svaad ,aaraajee kasbaa svaad,praa0 paa0 bahariyaabaad poochhoor
haatharas,AC080_S24A080P374, 374praa0 paa0 darakaee ,darakaee ,darakaee,praa0 paa0 darakaee
goondaa,AC295_S24A295P208, 208praa0 paa0 narouraa bharraapur k0 n0  1,narouraa bharraapur ,narouraa bharraapur,praa0 paa0 narouraa bharraapur k0 n0
prathaapagadh,AC250_S24A250P160, 160praa0 vi0 devaasaa ,devaasaa ,devaasaa,praa0 vi0 devaasaa
saahajahaaapur,AC132_S24A132P024, 24praa0askool vaaraakhurd athirikth kaksh ,vaaraakhurd ,vaaraakhurd,praa0askool vaaraakhurd athirikth
saahajahaaapur,AC131_S24A131P308, 308praa0apaa0 khairapur dvitheey kaksh ,akabaraavaad urph ,akabaraavaad urph,praa0apaa0 khairapur dvitheey
maoo,AC353_S24A353P229, 229praa0apaa0 bhathiyaa p0 bhaag ,majhhouഁavaa ,majhhouavaa,praa0apaa0 bhathiyaa p0 bhaag
ilaahaabaav,AC262_S24A262P267, 267ANT ama skool kataraa kamaraa nam.-3 ,ilaahaabaad ,ilaahaabaad,267ant ama skool kataraa kamaraa nam3
barelee,AC119_S24A119P339, 339praa൦ paa൦ pahumchaa bujurg ,pahumchaa bujurg mu0 ,pahumchaa bujurg mu0,praa paa pahumchaa bujurg
haradooee,AC160_S24A160P356, 356praa൦apaa൦ behandar khurd k൦anam൦-൨ ,STAAL ,staal,praaapaa behandar khurd kanam
lakhanaoo,AC168_S24A168P130, 130poorv maa0 vi0 maal kaksh sam0-2 ,maal ,maal,poorv maa0 vi0 maal sam02
kaanapur nagar,AC210_S24A210P370, 370sree pathik i.kaalej saadh഼ k0asam0  1,NA,NA,sree pathik ikaalej saadh k0asam0
raamapur,AC036_S24A036P191, 191praathamik vidyaalay kaksh sam0-1 pajaabaa ,pajaavaa ,pajaavaa,praathamik vidyaalay sam01 pajaabaa
sulthaanapur,AC191_S24A191P367, 367praa0aevi0 ahireephiroojapur kaksh sam0  3,ahiree phiroojapur ,ahiree phiroojapur,praa0aevi0 ahireephiroojapur sam0
seethaapur,AC151_S24A151P004, 4praa0 vi0 khethamanee ,khethamanee ,khethamanee,praa0 vi0 khethamanee
aagaraa,AC088_S24A088P107," 107svaamee leelaasaah aadars simdhee rooee kee mamdee kaanan൑,  8",aagaraa ,aagaraa,svaamee leelaasaah aadars simdhee rooee mamdee kaanan
saahajahaaapur,AC133_S24A133P130, 130praa൦ paa൦ banaasadevee ,banaasadevee ,banaasadevee,praa paa banaasadevee
santh kabeer nagar,AC312_S24A312P406, 406pachaayath bhavan leduaa mahaaa kamaraa nam0  १,leduaa mahaaa ,leduaa mahaaa,pachaayath leduaa mahaaa kamaraa nam0
lakhanaoo,AC174_S24A174P107, 107krischiyan kaalej kaksh samkhyaa-5 ,lakhanaoo ,lakhanaoo,krischiyan kaalej samkhyaa5
gaajiyaabaad,AC053_S24A053P315, 315litil staar p skool indraapuree ,loonee ,loonee,litil staar skool indraapuree
gaajeepur,AC379_S24A379P167, 167praa0apaa0 daroulee (madhy ,daroulee ,daroulee,praa0apaa0 daroulee madhy
phathehapur,AC238_S24A238P114, 114praa0avi0 musaaphaa kaksh  - 2,musaaphaa ,musaaphaa,praa0avi0 musaaphaa
ambedakar nagar,AC279_S24A279P309, 309praathamik vidyaalay jagadeesapur kaadeepur ,jagadeesapur kaadeepur ,jagadeesapur kaadeepur,praathamik vidyaalay jagadeesapur kaadeepur
santh kabeer nagar,AC314_S24A314P261, 261praa0avi0athakuraadaadee ,thakuraadaadee ,thakuraadaadee,praa0avi0athakuraadaadee
itaavaa,AC200_S24A200P352, 352praa0apaa0 puraa thilak simh ,gadhaayathaa ,gadhaayathaa,praa0apaa0 puraa thilak simh
sahaaranapur,AC002_S24A002P042, 42praathamik vighaalay uththaree bhaag kamaraa nambar  -3mahesvaree kamlaa ,mahesvaree kalaa ,mahesvaree kalaa,praathamik vighaalay uththaree bhaag kamaraa nambar 3mahesvaree kamlaa
kuseenagar,AC334_S24A334P201, 201praa0apaa0 pid഼araa(ghuradaas ,pidaraa ,pidaraa,praa0apaa0 pidaraaghuradaas
aajamagadh,AC348_S24A348P083, 83praa0avi0 musthaphaabaad ,koothihaar ,koothihaar,praa0avi0 musthaphaabaad
aajamagadh,AC349_S24A349P212, 212praa0apaa0 banarahiyaa kaksh  1,NA,NA,praa0apaa0 banarahiyaa
sulthaanapur,AC188_S24A188P404, 404praa൦ vi൦ sareephapur kaksh sam൦൯ ,sareephapur ,sareephapur,praa vi sareephapur sam
kuseenagar,AC335_S24A335P337, 337praa൦ paa൦ pid഼aaree kaksh-2 ,pidaaree ,pidaaree,praa paa pidaaree kaksh2
mujaphpharanagar,AC014_S24A014P178, 178es0 dee0 k൉anvent pablik skool indraa k൉aloonee kamaraa nambar  1raamaleelaa graauamd vaalee galee mem ,mujaphpharanagar ,mujaphpharanagar,es0 dee0 kanvent pablik skool indraa kaloonee kamaraa nambar 1raamaleelaa graauamd vaalee galee mem
soonabhadr,AC400_S24A400P165, 165praathamik vidyaalay usaree khurd athirikth kaksh sthith usaree kalaam ,usareekalaam ,usareekalaam,praathamik vidyaalay usaree khurd athirikth usaree kalaam
mathuraa,AC084_S24A084P380, 380madhuvan u0amaa0 vi0 mahoolee k0anam0  5,mathuraa vrindaavan ,mathuraa vrindaavan,madhuvan u0amaa0 vi0 mahoolee k0anam0
phiroojaabaad,AC095_S24A095P384, 384u0apraa0avi0 taapaakhurd k0anam0  २,phiroojaabaad ,phiroojaabaad,u0apraa0avi0 taapaakhurd k0anam0
etaa,AC104_S24A104P180, 180d0ai0ak൉0 bharathoulee ,bharathoolee ,bharathoolee,d0ai0ak0 bharathoulee
aleegadh,AC073_S24A073P166, 166praaimaree skool saahapur kootaraa ,saahapur kootaraa ,saahapur kootaraa,praaimaree skool saahapur kootaraa
baamdaa,AC235_S24A235P253, 253poorv maa0 vi0 gumaaee kaksh sam0  - 2,gumaaee ,gumaaee,poorv maa0 vi0 gumaaee sam0
wed kabeer nagar,AC313_S24A313P348, 348jee0apee0aes0 i0akaa൦ khaleelaabaad kamaraa nam0  २,khaleelaabaad ,khaleelaabaad,jee0apee0aes0 i0akaa khaleelaabaad kamaraa nam0
ilaahaabaad,AC263_S24A263P233, 233ke0apee൦ garls intar kaalej kamalaa neharu rood kaksh sam൦-4 ,ilaahaabaad ,ilaahaabaad,ke0apee garls intar kaalej kamalaa neharu rood sam4
baamdaa,AC235_S24A235P266, 266janathaa intar kaalej khurahand ,khurahamd ,khurahamd,janathaa intar kaalej khurahand
ambedakar nagar,AC277_S24A277P181, 181praathamik vidyaalay jarookhaa uththaree ,prarathaapapur chamurkhaa ,prarathaapapur chamurkhaa,praathamik vidyaalay jarookhaa uththaree
goorakhapur,AC320_S24A320P313, 313pamchaayath bhavan rasulapur chakiyaa ,rasoolapur chakiyaa ,rasoolapur chakiyaa,pamchaayath rasulapur chakiyaa
etaa,AC104_S24A104P377, 377praa0apaa0 kamgaroul k0an0  ९,kamgaroul ,kamgaroul,praa0apaa0 kamgaroul k0an0
raay barelee,AC183_S24A183P342, 342patteerahas kaithaval ,pattee rahas kethaval ,pattee rahas kethaval,patteerahas kaithaval
vaaraanasee,AC386_S24A386P176, 176be0apraa0apaa0 milkoopur k0asam0  1,koochee ,koochee,be0apraa0apaa0 milkoopur k0asam0
saamalee,AC009_S24A009P062, 62praaimaree paathasaalaa k0 n0  1daragaahapur ,daragaahapur ,daragaahapur,praaimaree paathasaalaa k0 n0 1daragaahapur
baaraabamkee,AC266_S24A266P141, 141praa0 vi0 asoohanaa kaksh sam0  ९,asoohanaa ,asoohanaa,praa0 vi0 asoohanaa sam0
raamapur,AC035_S24A035P014, 14praathamik vidyaalay vijnjadaa ,bijhhadaa ,bijhhadaa,praathamik vidyaalay vijnjadaa
baagapath,AC050_S24A050P003, 3praaeemaree paathasaalaa nambar  01kamaraa nam0 03ataandaa ,taandaa ,taandaa,praaeemaree paathasaalaa nambar 01kamaraa nam0 03ataandaa
peeleebheeth,AC130_S24A130P354, 354gyaasapur ,beesalapur ,beesalapur,gyaasapur
baaraabamkee,AC270_S24A270P262, 262praa.vi raamapur raayasaahab k.n.1 ,raamapur raayasaahab ,raamapur raayasaahab,praavi raamapur raayasaahab kn1
aleegadh,AC077_S24A077P157, 157praaimaree skool goundaa k0anam0  1,nagalaa darabar ,nagalaa darabar,praaimaree skool goundaa k0anam0
saahajahaaapur,AC135_S24A135P052, 52praa0 skool bilariyaa ,vasuthriyaa ,vasuthriyaa,praa0 skool bilariyaa
siddhaarthanagar,AC304_S24A304P213, 213gamgulee ,NA,NA,gamgulee
aleegadh,AC075_S24A075P122," 122e em yoo aamdhoo kaa skool kilaa rood, kamaraa n0-3 ",aleegadh഼ ,aleegadh,122e em yoo aamdhoo skool kilaa rood kamaraa n03
ambedakar nagar,AC278_S24A278P311, 311praathamik vidyaalay aroosaa aajamapur ,aroosaa aajamapur ,aroosaa aajamapur,praathamik vidyaalay aroosaa aajamapur
barelee,AC121_S24A121P014, 14praa൦ paa൦ navadiyaa majaraa akhthyaarapur k0anam0൧ ,akhthyaarapur navadiyaa ,akhthyaarapur navadiyaa,praa paa navadiyaa majaraa akhthyaarapur k0anam0
gaajiyaabaad,AC053_S24A053P152, 152prakaas maardan p skool lakshmee gaarden ,loonee ,loonee,prakaas maardan skool lakshmee gaarden
phiroojaabaad,AC098_S24A098P362, 362praa0apaa0 n0apiparaanee k0an01 ,harihaa ,harihaa,praa0apaa0 n0apiparaanee k0an01
mirjaapur,AC399_S24A399P036, ३praa0avi0 laalaapur ,raamachandarapur ,raamachandarapur,praa0avi0 laalaapur
badaayoom,AC116_S24A116P228, 228praa0 vidhaalay malalaamaee k0anam01 ,khiriyaa vaakarapur ,khiriyaa vaakarapur,praa0 vidhaalay malalaamaee k0anam01
prathaapagadh,AC244_S24A244P257, 257praa0avi0amaneepur kaksh sam൦  1,maroohaar ,maroohaar,praa0avi0amaneepur sam
bulandasahar,AC070_S24A070P251, 251khurjaa sree seth gamgaasaagar jatiyaa poulitaikanik uththaree bhaag k.n.4 ,khurjaa ,khurjaa,khurjaa sree seth gamgaasaagar jatiyaa poulitaikanik uththaree bhaag kn4
saahajahaaapur,AC136_S24A136P298, 298praa0 skool guladaa urph nougavaam ,guladaa urph nougamvaa ,guladaa urph nougamvaa,praa0 skool guladaa urph nougavaam
kheeree,AC142_S24A142P013, 13saidharee ,saidharee ,saidharee,saidharee
goutham buddh nagar,AC063_S24A063P278, 278praa0 skool raamapur baamgar k0anam0  १,raamapur baamgar ,raamapur baamgar,praa0 skool raamapur baamgar k0anam0
raamapur,AC034_S24A034P136, 136praathamik vidyaalay dhanouree ditheey kaksh sam0-1 ,dhanouree ,dhanouree,praathamik vidyaalay dhanouree ditheey sam01
vaaraanasee,AC387_S24A387P355, 355praa0apaa0 roohaniyaam k0asam02 ,goovindapur ,goovindapur,praa0apaa0 roohaniyaam k0asam02
mahaaraajagamj,AC316_S24A316P243, 243praa0 paa0 mudalee nayaa bhavan ,raajapur we ,raajapur we,praa0 paa0 mudalee nayaa
aagaraa,AC089_S24A089P047, 47sundar laal uchchathar maa൦ vighaalay saaradaa vihaar boodalaa kann൦  3,aagaraa ,aagaraa,sundar laal uchchathar maa vighaalay saaradaa vihaar boodalaa kann
haapud,AC058_S24A058P210, 210praathamik vidhaalay bajhhaidaa kalaa kamaraa n0  5,bajhhedaakalaa ,bajhhedaakalaa,praathamik vidhaalay bajhhaidaa kalaa kamaraa n0
ambedakar nagar,AC279_S24A279P198, 198praathamik vidyaalay hathinaalaalaa ,hathinaalaalaa ,hathinaalaalaa,praathamik vidyaalay hathinaalaalaa
bulandasahar,AC065_S24A065P192, 192bulandasahar san‍th aathmaa raam aikedamik skool hams vihaar k.nam  1,bulandasahar ,bulandasahar,bulandasahar santh aathmaa raam aikedamik skool hams vihaar knam
aajamagadh,AC351_S24A351P312, 312islaamiyaa skool katoulee bujurg kaksh-1 ,aelelt Sat ,aelelt sat,islaamiyaa skool katoulee bujurg kaksh1
seethaapur,AC145_S24A145P371, 371praa0avi0 haajeepur k0anam0-2 ,haajeepur ,haajeepur,praa0avi0 haajeepur k0anam02
baliyaa,AC360_S24A360P073, 73raa0 kanyaa praa0apaa0 gad഼avaar ,gad഼avaar ,gadavaar,raa0 kanyaa praa0apaa0 gadavaar
ilaahaabaad,AC259_S24A259P258, 258praa0avi0 barahaa kalaa paschimee bhaag ,Rel Hol ,rel hol,praa0avi0 barahaa kalaa paschimee bhaag
kousaambee,AC252_S24A252P103, 103praa.vi sahaabanapur ,pindaraa sahaabanapur ,pindaraa sahaabanapur,praavi sahaabanapur
phiroojaabaad,AC096_S24A096P304, 304praapaa.jhhapaaraa k s  2,jhhapaaraa ,jhhapaaraa,praapaajhhapaaraa
peeleebheeth,AC130_S24A130P056, 56nageepur akhoolaa ,nageepur akhoooulaa ,nageepur akhoooulaa,nageepur akhoolaa
chandoulee,AC380_S24A380P054, 54n0apaa0ai0akaa0amugalasaraay kaksh sam൦൨ ,mugalasaraay ,mugalasaraay,n0apaa0ai0akaa0amugalasaraay sam
gaajiyaabaad,AC054_S24A054P159, 159praa0aevi0 badakaa aariphapur ,bad഼akaa aariphapur ,badakaa aariphapur,praa0aevi0 badakaa aariphapur
mahoobaa,AC231_S24A231P286, 286j0ai0akaa0 kulapahaad kaksh sam0  ४,kulapahaad ,kulapahaad,j0ai0akaa0 kulapahaad sam0
seethaapur,AC150_S24A150P177, 177praa0avi0 eeamtagaamv k0an0  2,eeamtagaaഁav ,eeamtagaaav,praa0avi0 eeamtagaamv k0an0
